boe,crime,crime_cat,crime_sub_cat,pardon_year
BOE-A-1998-8506,delito de robo,13,2,1998
BOE-A-1998-8507,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-8508,delito de lesiones,3,,1998
BOE-A-1998-8509,delito contra la salud pública,17,3,1998
BOE-A-1998-8510,delito contra la salud pública,17,3,1998
BOE-A-1998-8511,delito de quebrantamiento de condena,20,8,1998
BOE-A-1998-8512,delito de lesiones,3,,1998
BOE-A-1998-8513,delito de quebrantamiento de condena,20,8,1998
BOE-A-1998-8514,delito de apropiación indebida,13,6,1998
BOE-A-1998-9839,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9840,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9841,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9842,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-9843,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9844,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9845,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9846,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9847,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9848,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9849,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9850,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9851,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9852,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9853,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9854,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9855,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9856,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9857,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9858,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9859,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9860,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9861,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9862,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9863,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9864,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9865,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-9866,delito de robo,13,2,1998
BOE-A-1998-9867,delito de lesiones,3,,1998
BOE-A-1998-9868,delito de tenencia de moneda falsa,18,1,1998
BOE-A-1998-9869,delito de alzamiento de bienes,13,7,1998
BOE-A-1998-9870,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-9871,delito de robo,13,2,1998
BOE-A-1998-9872,delito de tenencia ilícita de armas,22,5,1998
BOE-A-1998-9872,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1998
BOE-A-1998-9872,delito de robo,13,2,1998
BOE-A-1998-9872,falta de hurto,25,2,1998
BOE-A-1998-9873,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1998
BOE-A-1998-9873,falta de hurto,25,2,1998
BOE-A-1998-9874,delito contra la salud pública,17,3,1998
BOE-A-1998-9875,delito contra la salud pública,17,3,1998
BOE-A-1998-9876,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-9877,delito de falsedad en documento mercantil,18,2,1998
BOE-A-1998-9878,delito de lesiones,3,,1998
BOE-A-1998-9879,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10000,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10001,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10002,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10004,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10005,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10006,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10007,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10008,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10009,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10010,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10011,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10012,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10013,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10014,delito de insumisión,90,,1998
BOE-A-1998-10015,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10016,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10017,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10018,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10019,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10020,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10021,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10022,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10023,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10024,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10025,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10026,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10027,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10028,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10029,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10030,delito de robo,13,2,1998
BOE-A-1998-10031,delito contra la salud pública,17,3,1998
BOE-A-1998-10032,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-9993,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9994,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9995,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9996,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9997,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9998,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-9999,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10779,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10780,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10781,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10782,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10783,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10784,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10785,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10786,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10787,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10788,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10789,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10790,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10791,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10792,delito de robo,13,2,1998
BOE-A-1998-10793,delito de robo,13,2,1998
BOE-A-1998-10794,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10795,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10796,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10797,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10798,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10799,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10800,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10801,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10802,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10803,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10804,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10805,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10806,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10807,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10808,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10809,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10810,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10811,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10812,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10813,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10814,delito de resistencia a agente de la autoridad,22,2,1998
BOE-A-1998-10815,delito contra la seguridad del tráfico,17,4,1998
BOE-A-1998-10816,delito de desobediencia,22,2,1998
BOE-A-1998-10817,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10818,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-10819,delito contra la salud pública,17,3,1998
BOE-A-1998-10820,delito de robo,13,2,1998
BOE-A-1998-10821,delito de lesiones,3,,1998
BOE-A-1998-10822,delito de robo,13,2,1998
BOE-A-1998-10823,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-10824,delito de hurto,13,1,1998
BOE-A-1998-10825,delito contra la salud pública,17,3,1998
BOE-A-1998-10826,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11944,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11945,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11946,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11947,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11948,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-11949,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11950,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-11951,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-11952,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11953,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11954,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11955,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11956,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11957,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11958,delito contra la salud pública,17,3,1998
BOE-A-1998-11959,delito contra la Ley de Objeción de Conciencia,21,4,1998
BOE-A-1998-11960,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11961,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11962,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11963,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11964,delito contra la Ley de Objeción de Conciencia,21,4,1998
BOE-A-1998-11965,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-11966,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11967,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11968,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11969,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11970,delito de robo,13,2,1998
BOE-A-1998-11971,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11972,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11973,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11974,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11975,delito contra la salud pública,17,3,1998
BOE-A-1998-11976,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11977,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11978,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11979,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11980,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-11981,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11982,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11983,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-11984,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11985,delito de robo,13,2,1998
BOE-A-1998-11985,falta de hurto,25,2,1998
BOE-A-1998-11986,delito de resistencia a agente de la autoridad,22,2,1998
BOE-A-1998-11986,falta contra las personas,25,1,1998
BOE-A-1998-11987,delito contra la seguridad del tráfico,17,4,1998
BOE-A-1998-11987,delito de quebrantamiento de condena,20,8,1998
BOE-A-1998-11988,delito contra la salud pública,17,3,1998
BOE-A-1998-11989,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-11990,delito contra la salud pública,17,3,1998
BOE-A-1998-11991,delito de robo,13,2,1998
BOE-A-1998-11992,delito de robo,13,2,1998
BOE-A-1998-11993,delito de robo,13,2,1998
BOE-A-1998-11994,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-11995,delito de robo,13,2,1998
BOE-A-1998-12074,delito contra la Hacienda en el ámbito militar,90,,1998
BOE-A-1998-12843,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12844,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12845,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12846,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12847,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12848,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12849,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12850,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12851,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12852,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12853,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12854,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12855,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12856,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12857,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12858,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12859,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12860,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12861,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12862,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12863,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12864,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12865,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12866,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12867,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12868,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12869,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12870,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12871,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12872,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12873,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12874,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12875,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12876,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12877,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12878,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12879,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12880,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12881,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12882,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12883,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12884,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12885,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12886,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12887,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12888,delito contra la salud pública,17,3,1998
BOE-A-1998-12888,delito de contrabando,99,,1998
BOE-A-1998-12889,delito de malversación,19,7,1998
BOE-A-1998-12889,delito de uso de documento falso,18,2,1998
BOE-A-1998-12889,delito de usurpación de funciones,18,5,1998
BOE-A-1998-12890,delito de falsedad en documento privado,18,2,1998
BOE-A-1998-12891,delito de estafa,13,6,1998
BOE-A-1998-12892,delito de falsedad en documento mercantil,18,2,1998
BOE-A-1998-12892,delito de estafa,13,6,1998
BOE-A-1998-12893,delito de receptación,13,14,1998
BOE-A-1998-12894,delito de estafa,13,6,1998
BOE-A-1998-12895,delito de lesiones,3,,1998
BOE-A-1998-12896,delito de lesiones,3,,1998
BOE-A-1998-12896,faltas de lesiones,25,1,1998
BOE-A-1998-12897,delito contra la salud pública,17,3,1998
BOE-A-1998-12946,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12947,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12948,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12949,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12950,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12951,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12952,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12953,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12954,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12955,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12956,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12957,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12958,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12959,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12960,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12961,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12962,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12963,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12964,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12965,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12966,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12967,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12968,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12969,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12970,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12971,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12972,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12973,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12974,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12975,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12976,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12977,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12978,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12979,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12980,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12981,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12982,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12983,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-12984,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-12985,delito de expendición de moneda falsa,18,1,1998
BOE-A-1998-12986,delito de malversación,19,7,1998
BOE-A-1998-12986,delito de falsedad,18,,1998
BOE-A-1998-12987,delito de malversación,19,7,1998
BOE-A-1998-12988,delito de falsificación de documento de identidad,18,2,1998
BOE-A-1998-12989,delito contra la salud pública,17,3,1998
BOE-A-1998-12990,delito de lesiones,3,,1998
BOE-A-1998-12991,delito de robo,13,2,1998
BOE-A-1998-12992,delito de robo,13,2,1998
BOE-A-1998-13240,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13241,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-13242,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13243,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13244,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-13245,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-13246,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13247,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13248,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13249,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13250,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13251,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13252,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13253,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13254,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13255,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13256,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13257,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13258,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13259,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-13260,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-13261,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13262,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13263,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-13264,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-13265,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13266,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13267,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13268,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13269,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13270,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13271,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13272,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-13273,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13274,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13275,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13276,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13277,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13278,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-13279,delito de robo,13,2,1998
BOE-A-1998-13279,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1998
BOE-A-1998-13280,delito de robo,13,2,1998
BOE-A-1998-13281,delito contra la salud pública,17,3,1998
BOE-A-1998-13281,delito contra la seguridad interior del Estado,22,,1998
BOE-A-1998-13282,delito de robo,13,2,1998
BOE-A-1998-13283,delito de robo,13,2,1998
BOE-A-1998-13284,delito contra la salud pública,17,3,1998
BOE-A-1998-14503,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-14504,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14505,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14506,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14507,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14508,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-14509,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-14510,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14511,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14512,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14513,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-14514,delito contra la Ley de Objeción de Conciencia,21,4,1998
BOE-A-1998-14515,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14516,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14517,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14518,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14519,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14520,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14521,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14522,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14523,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14524,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14525,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14526,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14527,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14528,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14529,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14530,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14531,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14532,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14533,delito de usurpación de funciones,18,5,1998
BOE-A-1998-14534,delito de malversación,19,7,1998
BOE-A-1998-14535,delito contra la salud pública,17,3,1998
BOE-A-1998-14535,delito de tenencia ilícita de armas,22,5,1998
BOE-A-1998-14536,delito de apropiación indebida,13,6,1998
BOE-A-1998-14537,delito de homicidio,1,,1998
BOE-A-1998-14538,delito de robo,13,2,1998
BOE-A-1998-14539,delito de robo,13,2,1998
BOE-A-1998-14540,delito contra la salud pública,17,3,1998
BOE-A-1998-14541,delito de robo,13,2,1998
BOE-A-1998-14542,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1998
BOE-A-1998-14542,delito de robo,13,2,1998
BOE-A-1998-14542,falta de hurto,25,2,1998
BOE-A-1998-14543,delito de robo,13,2,1998
BOE-A-1998-14544,delito de falsificación,18,,1998
BOE-A-1998-14544,delito de estafa,13,6,1998
BOE-A-1998-14545,delito contra la salud pública,17,3,1998
BOE-A-1998-14546,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1998
BOE-A-1998-14546,delito de robo,13,2,1998
BOE-A-1998-14546,delito de resistencia a agente de la autoridad,22,2,1998
BOE-A-1998-14546,falta de lesiones,25,1,1998
BOE-A-1998-14547,delito de robo,13,2,1998
BOE-A-1998-14548,delito contra la salud pública,17,3,1998
