boe,crime,crime_cat,crime_sub_cat,pardon_year
BOE-A-1998-14638,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14639,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14640,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14641,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14642,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14643,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14644,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14645,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-14646,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14647,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14648,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14649,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14650,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14651,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14652,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14653,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14654,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14655,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-14656,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-14657,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-14658,delito de robo,13,2,1998
BOE-A-1998-14659,delito de malversación,19,7,1998
BOE-A-1998-14660,delito de apropiación indebida,13,6,1998
BOE-A-1998-14661,delito de abandono de familia,12,3,1998
BOE-A-1998-14662,delito de apropiación indebida,13,6,1998
BOE-A-1998-14663,delito contra la salud pública,17,3,1998
BOE-A-1998-14664,delito de malversación,19,7,1998
BOE-A-1998-14665,delito de receptación,13,14,1998
BOE-A-1998-14665,delito de resistencia a agentes de la autoridad,22,2,1998
BOE-A-1998-14666,delito contra la salud pública,17,3,1998
BOE-A-1998-14667,delito de resistencia a agente de la autoridad,22,2,1998
BOE-A-1998-14667,falta de lesiones,25,1,1998
BOE-A-1998-14668,delito de estafa,13,6,1998
BOE-A-1998-14668,delito de falsedad en documento mercantil,18,2,1998
BOE-A-1998-14669,delito de contrabando,99,,1998
BOE-A-1998-14670,delito contra la salud pública,17,3,1998
BOE-A-1998-14671,delito de robo,13,2,1998
BOE-A-1998-14672,delito contra la salud pública,17,3,1998
BOE-A-1998-14673,delito de robo,13,2,1998
BOE-A-1998-14673,delito de hurto,13,1,1998
BOE-A-1998-14674,delito de robo,13,2,1998
BOE-A-1998-14675,delito contra la salud pública,17,3,1998
BOE-A-1998-14676,delito de robo,13,2,1998
BOE-A-1998-15636,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15637,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15638,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15639,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15640,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15641,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15642,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15643,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15644,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15645,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15646,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15647,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15648,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15649,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15650,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15651,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15652,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15653,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15654,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15655,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15656,delito de atentado,22,2,1998
BOE-A-1998-15656,falta de lesiones,25,1,1998
BOE-A-1998-15657,delito de expendición de moneda falsa,18,1,1998
BOE-A-1998-15657,falta de estafa,25,2,1998
BOE-A-1998-15658,delito de expendición de moneda falsa,18,1,1998
BOE-A-1998-15658,falta de estafa,25,2,1998
BOE-A-1998-15659,delito contra la salud pública,17,3,1998
BOE-A-1998-15660,delito de incendio,17,2,1998
BOE-A-1998-15661,delito de malversación,19,7,1998
BOE-A-1998-15662,delito de robo,13,2,1998
BOE-A-1998-15663,delito de robo,13,2,1998
BOE-A-1998-15664,delito de hurto,13,1,1998
BOE-A-1998-15665,delito de falsificación de documento mercantil,18,2,1998
BOE-A-1998-15666,delito de lesiones,3,,1998
BOE-A-1998-15667,delito contra la salud pública,17,3,1998
BOE-A-1998-15668,delito contra la salud pública,17,3,1998
BOE-A-1998-15669,delito contra la salud pública,17,3,1998
BOE-A-1998-15670,delito de falsedad en documento mercantil,18,2,1998
BOE-A-1998-15670,delito de estafa,13,6,1998
BOE-A-1998-15671,delito contra la salud pública,17,3,1998
BOE-A-1998-15672,delito de falsificación de documento mercantil,18,2,1998
BOE-A-1998-15672,delito de estafa,13,6,1998
BOE-A-1998-15673,delito de apropiación indebida,13,6,1998
BOE-A-1998-15674,delito de quebrantamiento de condena,20,8,1998
BOE-A-1998-15674,delito contra la seguridad del tráfico,17,4,1998
BOE-A-1998-15675,delito contra la salud pública,17,3,1998
BOE-A-1998-15775,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15776,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15777,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15778,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15779,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15780,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15781,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15782,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15783,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15784,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15785,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15786,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15787,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15788,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15789,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15790,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15791,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15792,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15793,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15794,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15795,delito contra la salud pública,17,3,1998
BOE-A-1998-15796,delito de robo,13,2,1998
BOE-A-1998-15797,delito de robo,13,2,1998
BOE-A-1998-15797,delito de receptación,13,14,1998
BOE-A-1998-15798,delito de lesiones,3,,1998
BOE-A-1998-15798,falta de lesiones,25,1,1998
BOE-A-1998-15798,delito de daños,13,9,1998
BOE-A-1998-15799,delito de robo,13,2,1998
BOE-A-1998-15800,delito de estafa,13,6,1998
BOE-A-1998-15801,delito contra la salud pública,17,3,1998
BOE-A-1998-15802,delito de lesiones,3,,1998
BOE-A-1998-15803,delito de robo,13,2,1998
BOE-A-1998-15804,delito de robo,13,2,1998
BOE-A-1998-15805,delito de alzamiento de bienes,13,7,1998
BOE-A-1998-15806,delito de robo,13,2,1998
BOE-A-1998-15807,delito de lesiones,3,,1998
BOE-A-1998-15808,delito contra la salud pública,17,3,1998
BOE-A-1998-15808,falta de hurto,25,2,1998
BOE-A-1998-15809,delito contra la salud pública,17,3,1998
BOE-A-1998-15810,delito de quebrantamiento de condena,20,8,1998
BOE-A-1998-15811,delito de robo,13,2,1998
BOE-A-1998-15812,delito de malversación,19,7,1998
BOE-A-1998-15813,delito de robo,13,2,1998
BOE-A-1998-15814,delito de lesiones,3,,1998
BOE-A-1998-15814,falta de lesiones,25,1,1998
BOE-A-1998-15814,delito de daños,13,9,1998
BOE-A-1998-15939,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15940,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15941,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15942,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15943,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15944,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15945,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15946,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15947,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15948,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15949,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15950,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15951,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15952,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15953,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15954,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15955,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15956,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15957,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-15958,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-15959,delito de falsedad en documento público,18,2,1998
BOE-A-1998-15960,delito de prevaricación,19,1,1998
BOE-A-1998-15960,delito de usurpación,13,5,1998
BOE-A-1998-15961,delito de robo,13,2,1998
BOE-A-1998-15962,delito de falsedad en documento público,18,2,1998
BOE-A-1998-15963,delito de falsedad en documento público,18,2,1998
BOE-A-1998-15963,delito de prevaricación,19,1,1998
BOE-A-1998-15963,delito de usurpación,13,5,1998
BOE-A-1998-15964,delito de robo,13,2,1998
BOE-A-1998-15965,delito de robo,13,2,1998
BOE-A-1998-15966,delito contra la salud pública,17,3,1998
BOE-A-1998-15967,delito de robo,13,2,1998
BOE-A-1998-15968,delito contra la salud pública,17,3,1998
BOE-A-1998-15969,delito contra la salud pública,17,3,1998
BOE-A-1998-15970,delito de robo,13,2,1998
BOE-A-1998-15971,delito contra la seguridad del tráfico,17,4,1998
BOE-A-1998-15971,delito de quebrantamiento de condena,20,8,1998
BOE-A-1998-15972,delito de falsedad de documento mercantil,18,2,1998
BOE-A-1998-15973,delito de robo,13,2,1998
BOE-A-1998-15974,delito de atentado,22,2,1998
BOE-A-1998-15975,delito de robo,13,2,1998
BOE-A-1998-15975,delito de falsedad en documento mercantil,18,2,1998
BOE-A-1998-15975,delito de estafa,13,6,1998
BOE-A-1998-15976,delito de robo,13,2,1998
BOE-A-1998-15977,delito de atentado,22,2,1998
BOE-A-1998-15977,falta de lesiones,25,1,1998
BOE-A-1998-15978,delito contra la salud pública,17,3,1998
BOE-A-1998-16542,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16543,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-16544,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16545,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16546,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16547,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16548,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16549,delito de insumisión,90,,1998
BOE-A-1998-16550,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16551,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-16552,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16553,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16554,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16555,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-16556,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16557,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16558,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16559,delito contra el deber de prestación del servicio militar,90,,1998
BOE-A-1998-16560,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-16561,delito contra el deber de la prestación social sustitutoria,21,4,1998
BOE-A-1998-16562,delito de alzamiento de bienes,13,7,1998
